SOLICITATIONNUM,DOCUMENTNUM,DOCUMENTTYPE,DOCNAME,DOCSIZE,GUID,SOURCE,RECEIPTDATE,ACTIVE,REC_CREATED_DATE,REC_UPDATED_DATE,DCS_LOAD_DATE,OBJECTID
DCKA-2019-B-0029,,Amendment 1,DCKA-2019-B-0029_Amd1.pdf,168 KB,{B0AF3969-0000-CD1F-8377-34D10176E37B},PASS,1551416400000,1,1551416400000,,1551416400000,147
RM-17-HCA-MHRS-00-XXX-BY4-RDS,,Amendment 3,RM-17-HCA-MHRS-00-XXX-BY4-RDS_Amd3.pdf,511 KB,{A07CC469-0000-CA19-B7F9-F452CCAEFB6F},PASS,1553659200000,1,1553659200000,,1553745600000,148
PCSB-2019-01,,RFP,PCSB-2019-01_RFP.pdf,185 KB,{407CC469-0000-CC1F-964C-2E8D8EF26D04},PASS,1553572800000,1,1553572800000,,1553745600000,149
DCKA-2019-B-0002,,Amendment 6,DCKA-2019-B-0002_Amd6.pdf,161 KB,{E07BC469-0000-CC18-936B-EC0548FF74F7},PASS,1553572800000,1,1553572800000,,1553745600000,150
DCKA-2019-Q-0041,,Amendment 6,DCKA-2019-Q-0041_Amd6.pdf,34 KB,{009A766C-0000-CF1E-8530-F1D1BE66E6AB},PASS,1565150400000,1,1565150400000,,1565323200000,151
DCEB-2019-R-0004,,Amendment 1,DCEB-2019-R-0004_Amd1.pdf,123 KB,{A0AE476E-0000-C71F-807D-8280CC0D4478},PASS,1573016400000,1,1573016400000,,1573102800000,152
DCEB-2019-R-0004,,Attachment 3,DCEB-2019-R-0004_Att3.pdf,222 KB,{40AE476E-0000-CA11-9821-F3FD5FED8434},PASS,1573016400000,1,1573016400000,,1573102800000,153
DCKA-2019-Q-0092,,Attachment 1,DCKA-2019-Q-0092_Att1.pdf,480 KB,{F0AD476E-0000-C617-8FB0-19D8B108F6FE},PASS,1572930000000,1,1572930000000,,1573102800000,154
DCEB-2020-B-1001,,Attachment 2,DCEB-2020-B-1001_Att2.pdf,54 KB,{A00E4070-0000-C016-83A3-B9266EF8BBF0},PASS,1581483600000,1,1581483600000,,1581570000000,155
DCEB-2020-B-1001,,Attachment 1,DCEB-2020-B-1001_Att1.pdf,228 KB,{600E4070-0000-C718-AE87-71C4CE79BCB2},PASS,1581483600000,1,1581483600000,,1581570000000,156
DCEB-2020-R-0002,,Attachment 1,DCEB-2020-R-0002_Att1.pdf,1.2 MB,{000E4070-0000-CD1C-AE59-762F72361CA9},PASS,1581051600000,1,1581051600000,,1581570000000,157
DCEB-2020-R-0002,,Attachment 3,DCEB-2020-R-0002_Att3.pdf,310 KB,{C00D4070-0000-C015-82E7-3D1203E25DF1},PASS,1581051600000,1,1581051600000,,1581570000000,158
DCKA-2021-B-0025,,Amendment 2,DCKA-2021-B-0025_Amd2.pdf,670 KB,{F069A57A-0000-C012-AFEA-CA9804A9394F},PASS,1625803200000,1,1625803200000,,1625803200000,159
DCKA-2021-B-0050,,Amendment 1,DCKA-2021-B-0050_Amd1.pdf,433 KB,{8069A57A-0000-CC15-9C0F-356F28DE287D},PASS,1625803200000,1,1625803200000,,1625803200000,160
DCKA-2021-B-0020,,Amendment 1,DCKA-2021-B-0020_Amd1.pdf,191 KB,{8011BF7A-0000-CA1B-8F1E-F75427FCDC4D},PASS,1626235200000,1,1626235200000,,1626235200000,161
DCKA-2022-Q-0034,,Attachment 1,DCKA-2022-Q-0034_Att1.pdf,533 KB,{30CEA581-0100-CC5F-8EAD-2AA7C4BE32C6},PASS,1653969600000,1,1653969600000,,1653969600000,162
DCKA-2022-Q-0034,,Amendment 1,DCKA-2022-Q-0034_Amd1.pdf,133 KB,{30CEA581-0100-C534-8D8E-3B68E7809CAA},PASS,1651204800000,1,1651204800000,,1651204800000,163
DCKA-2022-Q-0009,,Attachment 1,DCKA-2022-Q-0009_Att1.docx,169 KB,{30CEA581-0100-CF13-B8DA-74EDE5DB8B84},PASS,1652846400000,1,1652846400000,,1652846400000,164
DCKA-2022-Q-0009,,Amendment 2,DCKA-2022-Q-0009_Amd2.pdf,222 KB,{30CEA581-0000-C4F5-906A-2CC83DFC1A85},PASS,1655784000000,1,1655784000000,,1655784000000,165
DCKA-2022-Q-0009,,Amendment 1,DCKA-2022-Q-0009_Amd1.pdf,252 KB,{30CEA581-0000-C7D0-9984-D4E6EAF81434},PASS,1654747200000,1,1654747200000,,1654747200000,166
DCKA-2022-D-0007,,Amendment 8,DCKA-2022-D-0007_Amd8.pdf,318 KB,{30CEA581-0000-C4B4-AA68-B78CBFA545C1},PASS,1654833600000,1,1654833600000,,1654833600000,167
DCKA-2022-D-0007,,Amendment 7a,DCKA-2022-D-0007_Amd7a.pdf,2.4 MB,{30CEA581-0000-C19A-851D-B31AE617C0FE},PASS,1653019200000,1,1653019200000,,1653019200000,168
DCKA-2022-D-0007,,Amendment 7,DCKA-2022-D-0007_Amd7.pdf,2.4 MB,{30CEA581-0000-C977-A2EC-97331040FB62},PASS,1652673600000,1,1652673600000,,1652673600000,169
DCKA-2022-B-0036,,Attchement 7,DCKA-2022-B-0036_Att7.doc,90 KB,{30CEA581-0000-C95C-BA39-F4EB9B76EF8F},PASS,1655870400000,1,1655870400000,,1655870400000,170
DCKA-2022-B-0036,,Attachment 6,DCKA-2022-B-0036_Att6.docx,99 KB,{30CEA581-0000-C93D-8576-6F2380EFF720},PASS,1655870400000,1,1655870400000,,1655870400000,171
DCKA-2022-B-0036,,Attachment 5,DCKA-2022-B-0036_Att5.docx,16 KB,{30CEA581-0000-CD17-9651-31B07970689E},PASS,1655870400000,1,1655870400000,,1655870400000,172
DCKA-2022-B-0036,,Attachment 4,DCKA-2022-B-0036_Att4.zip,125.7 MB,{20CEA581-0000-CB1A-8F4A-D3C30A1A8A6F},PASS,1653364800000,1,1653364800000,,1653364800000,173
DCKA-2022-B-0036,,Attachment 3,DCKA-2022-B-0036_Att3.pdf,526 KB,{F0CDA581-0000-C8D9-8A03-5BF13E9523E3},PASS,1653364800000,1,1653364800000,,1653364800000,174
DCKA-2022-B-0036,,Attachment 2,DCKA-2022-B-0036_Att2.pdf,427 KB,{F0CDA581-0000-C5BE-8122-6A43AE132C90},PASS,1653364800000,1,1653364800000,,1653364800000,175
DCKA-2022-B-0036,,Attachment 1,DCKA-2022-B-0036_Att1.pdf,891 KB,{F0CDA581-0000-C39F-81EC-9C2B7EFE213A},PASS,1653364800000,1,1653364800000,,1653364800000,176
DCKA-2022-B-0036,,Amendment 5,DCKA-2022-B-0036_Amd5.pdf,77 KB,{F0CDA581-0000-C87F-B1C0-B2C1636F736F},PASS,1655870400000,1,1655870400000,,1655870400000,177
DCKA-2022-B-0036,,Amendment 4,DCKA-2022-B-0036_Amd4.pdf,66 KB,{F0CDA581-0000-CC5D-9EC4-38A67EAB92B0},PASS,1655870400000,1,1655870400000,,1655870400000,178
DCKA-2022-B-0036,,Amendment 3,DCKA-2022-B-0036_Amd3.pdf,434 KB,{F0CDA581-0000-C43B-8BD5-9F8DEDB5BD07},PASS,1655784000000,1,1655784000000,,1655784000000,179
DCKA-2022-B-0036,,Amendment 2,DCKA-2022-B-0036_Amd2.pdf,156 KB,{F0CDA581-0000-C11A-B621-9983E83AAEE1},PASS,1654142400000,1,1654142400000,,1654142400000,180
DCKA-2022-B-0036,,Amendment 1,DCKA-2022-B-0036_Amd1.pdf,136.7 MB,{E0CDA581-0000-C91D-AA6E-2A9565AF1B54},PASS,1654056000000,1,1654056000000,,1654056000000,181
DCEB-2023-R-0002,,Attachment 1,DCEB-2023-R-0002_Att1.pdf,507 KB,{E0357C84-0000-CF18-ADBF-BDCD9A91EC36},PASS,1668488400000,1,1668488400000,,1668488400000,182
DCEB-2023-R-0002,,Attachment 2,DCEB-2023-R-0002_Att2.txt,48 KB,{80357C84-0000-C51F-AB99-6789B4E485CF},PASS,1668488400000,1,1668488400000,,1668488400000,183
DCKA-2022-B-0068,,Amendment 2,DCKA-2022-B-0068_Amd2.pdf,157 KB,{00357C84-0000-C912-A290-078D70FE40F0},PASS,1667361600000,1,1667361600000,,1667361600000,184
DCKA-2022-B-0068,,Attachment 2,DCKA-2022-B-0068_Att2.pdf,46 KB,{40347C84-0000-CD11-8960-54330215F5BE},PASS,1667361600000,1,1667361600000,,1667361600000,185
DCKA-2022-B-0068,,Attachment 3,DCKA-2022-B-0068_Att3.pptx,6.4 MB,{C0337C84-0000-C118-BC7B-163BE3DE63F2},PASS,1667361600000,1,1667361600000,,1667361600000,186
DCKA-2022-I-0067,,Amendment 2,DCKA-2022-I-0067_Amd2.pdf,281 KB,{50337C84-0000-C218-ADA2-6016E29B0055},PASS,1667361600000,1,1667361600000,,1667361600000,187
DCBD-2023-R-0001,,amendment1,DCBD-2023-R-0001_Amd1.pdf,158 KB,{60807D85-0000-C712-AE13-2B9468362989},PASS,1672376400000,1,1672376400000,,1672376400000,188
DCEB-023-R-0005,,attachments 1,DCEB-023-R-0005_Att1.pdf,476 KB,{501E7187-0000-C314-B024-69E214AB2800},PASS,1681185600000,1,1681185600000,,1681185600000,189
DCEB-023-R-0005,,attachements 3,DCEB-023-R-0005_Att3.pdf,23 KB,{801D7187-0000-C61B-9896-B28AC71312F3},PASS,1681185600000,1,1681185600000,,1681185600000,190
DCEB-023-R-0005,,attachements 2,DCEB-023-R-0005_Att2.pdf,131 KB,{D01C7187-0000-CF18-93A8-EFEEDC5B7A26},PASS,1681185600000,1,1681185600000,,1681185600000,191
DCKA-23-B-0029,,amendment1,DCKA-23-B-0029_Amd1.pdf,754 KB,{401A7187-0000-CF1D-A91D-C2C8CDC7F431},PASS,1680840000000,1,1680840000000,,1680840000000,192
DCEB-2023-R-0003,,amendment1,DCEB-2023-R-0003_Amd1.pdf,115 KB,{E0285888-0000-C116-8EB8-E74729690A88},PASS,1685073600000,1,1685073600000,,1685073600000,193
DCKA-2019-B-0050,,Amendment 1,DCKA-2019-B-0050P_Amd1.pdf,98 KB,{804DC76A-0000-CB1D-A6CC-1C6104B52BB2},PASS,1557979200000,1,1557979200000,,1558065600000,194
DCKA-2019-Q-0041,,Amendment 5,DCKA-2019-Q-0041_Amd5.pdf,34 KB,{A042206C-0000-CD18-928A-E64319407599},PASS,1563854400000,1,1563854400000,,1563854400000,195
DCBD-2019-R-0001,,Attachment 2,DCBD-2019-R-0001_Att2.pdf,327 KB,{40B5526C-0000-C810-AAC2-9B2E6DA3B8E6},PASS,1564718400000,1,1564718400000,,1564718400000,196
DCBD-2019-R-0001,,Attachment 1,DCBD-2019-R-0001_Att1.pdf,293 KB,{F0B4526C-0000-C912-86DB-48CE4D3D3028},PASS,1564718400000,1,1564718400000,,1564718400000,197
DCKA-2019-C-0046,,Amendment 1,DCKA-2019-C-0046_A001_Amd1.pdf,96 KB,{8022626C-0000-C01A-B45E-EB35A38E23A7},PASS,1564977600000,1,1564977600000,,1564977600000,198
DCKA-2019-B-0044,,Amendment 2,DCKA-2019-B-0044_Amd2.pdf,167 KB,{4015886D-0000-C91E-8BF4-740A2D949005},PASS,1569470400000,1,1569470400000,,1569902400000,199
DCKA-2019-I-0081,,Amendment 3,DCKA-2019-I-0081_Amd3.pdf,245 KB,{6014886D-0000-C21B-A4D7-EDB87CC32147},PASS,1569470400000,1,1569470400000,,1569902400000,200
DCKA-2019-I-0081,,Amendment 2,DCKA-2019-I-0081_Amd2.pdf,78 KB,{2014886D-0000-C412-A677-81FD5EC6C53D},PASS,1569470400000,1,1569470400000,,1569902400000,201
DCKA-2019-I-0081,,Amendment 1,DCKA-2019-I-0081_Amd1.pdf,53 KB,{D013886D-0000-CC1F-BD71-829FED83256F},PASS,1569470400000,1,1569470400000,,1569902400000,202
DCKA-2020-B-0045,,Amendment 4,DCKA-2020-B-0045_Amd4.pdf,205 KB,{903B4675-0000-C018-A603-1169633B93EE},PASS,1603080000000,1,1603080000000,,1603166400000,203
DCKA-2020-B-0045,,Amendment 3,DCKA-2020-B-0045_Amd3.pdf,616 KB,{203B4675-0000-C318-9679-C359E283827B},PASS,1602648000000,1,1602648000000,,1603166400000,204
DCKA-2020-Q-0048,,Amendment 5,DCKA-2020-Q-0048_Amd5.pdf,1.7 MB,{C03A4675-0000-C215-A025-3DF03BAB6D8E},PASS,1602043200000,1,1602043200000,,1603166400000,205
DCKA-2020-B-0045,,Amendment 2,DCKA-2020-B-0045_Amd2.pdf,290 KB,{303A4675-0000-C916-8168-4B6D104B4DFC},PASS,1601956800000,1,1601956800000,,1603166400000,206
DCKA-2020-B-0045,,Attachment 1,DCKA-2020-B-0045_Att1.pdf,904 KB,{90394675-0000-C917-AF34-5E6CE5BC8232},PASS,1601870400000,1,1601870400000,,1603166400000,207
DCKA-2020-Q-0048,,Amendment 4,DCKA-2020-Q-0048_Amd4.pdf,1.1 MB,{10394675-0000-CE16-BB0B-F1F4604EEED2},PASS,1601611200000,1,1601611200000,,1603166400000,208
DCKA-2020-B-0045,,Amendment 1,DCKA-2020-B-0045_Amd1.pdf,206 KB,{30384675-0000-C310-AC88-8E8C536A3D31},PASS,1601611200000,1,1601611200000,,1603166400000,209
DCKA-2020-Q-0048,,Amendment 3,DCKA-2020-Q-0048_Amd3.pdf,855 KB,{70374675-0000-CC1C-937E-5600656F38C0},PASS,1600920000000,1,1600920000000,,1603166400000,210
DCKA-2020-Q-0048,,Amendment 2,DCKA-2020-Q-0048_Amd2.pdf,4.3 MB,{C0364675-0000-CE19-84EA-45F417024B59},PASS,1599624000000,1,1599624000000,,1603166400000,211
DCKA-2020-B-0007,,Amendment 7,DCKA-2020-B-0007_Amd7.pdf,218 KB,{40364675-0000-C512-AD78-E0C0C9A6775E},PASS,1599019200000,1,1599019200000,,1603166400000,212
DCKA-2020-B-0007,,Amendment 6,DCKA-2020-B-0007_Amd6.pdf,562 KB,{D0354675-0000-C718-9D6D-4F51007AD516},PASS,1599019200000,1,1599019200000,,1603166400000,213
DCKA-2020-B-0056,,Amendment 4,DCKA-2020-B-0056_Amd4.pdf,229 KB,{60354675-0000-CC1D-9299-F9BB7523C351},PASS,1598328000000,1,1598328000000,,1603166400000,214
DCKA-2020-Q-0048,,Amendment 1,DCKA-2020-Q-0048_Amd1.pdf,1.3 MB,{F0344675-0000-CF15-8844-B4B47383C5A0},PASS,1597982400000,1,1597982400000,,1603166400000,215
DCKA-2020-B-0046,,Amendment 5,DCKA-2020-B-0046_Amd5.pdf,265 KB,{A0334675-0000-C915-B0B5-5F96F8FAE8E9},PASS,1597723200000,1,1597723200000,,1603166400000,216
DCKA-2020-B-0056,,Amendment 3,DCKA-2020-B-0056_Amd3.pdf,455 KB,{20334675-0000-CE12-BBC7-FEBEDB98FB31},PASS,1597377600000,1,1597377600000,,1603166400000,217
DCKA-2020-B-0046,,Amendment 4,DCKA-2020-B-0046_Amd4.pdf,206 KB,{90324675-0000-C81B-9E0C-5654827D0678},PASS,1597291200000,1,1597291200000,,1603166400000,218
DCKA-2020-B-0056,,Amendment 2,DCKA-2020-B-0056_Amd2.pdf,247 KB,{10324675-0000-CF13-BFB9-A71481FD36C5},PASS,1597291200000,1,1597291200000,,1603166400000,219
DCKA-2020-B-0046,,Amendment 3,DCKA-2020-B-0046_Amd3.pdf,283 KB,{80314675-0000-C815-93F3-12281CE64435},PASS,1597204800000,1,1597204800000,,1603166400000,220
DCEB-2021-R-0001-001,,Attachment 4,DCEB-2021-R-0001-001_Att4.pdf,773 KB,{50CD3E76-0000-C411-8FA4-B9CA8B54A973},PASS,1606280400000,1,1606280400000,,1607317200000,221
DCEB-2021-R-0001-001,,Attachment 7,DCEB-2021-R-0001-001_Att7.pdf,379 KB,{E0CC3E76-0000-CC11-90BA-5A34857187B6},PASS,1606280400000,1,1606280400000,,1607317200000,222
DCEB-2021-R-0001-001,,Amendment 1,DCEB-2021-R-0001-001_Amd1.pdf,88 KB,{80CC3E76-0000-CD1D-BC88-26C74DD1F001},PASS,1606280400000,1,1606280400000,,1607317200000,223
DCEB-2021-R-0001-001,,Attachment 5,DCEB-2021-R-0001-001_Att5.pdf,105 KB,{20CC3E76-0000-CE1F-A562-DF74817FE6AF},PASS,1606280400000,1,1606280400000,,1607317200000,224
DCEB-2021-R-0001-001,,Attachment 8,DCEB-2021-R-0001-001_Att8.pdf,61 KB,{A0CB3E76-0000-C91E-B19B-0063EC45B1B3},PASS,1606280400000,1,1606280400000,,1607317200000,225
DCEB-2021-R-0001-001,,Attachment 3,DCEB-2021-R-0001-001_Att3.pdf,63 KB,{40CB3E76-0000-C215-AB10-A173D4AE15A6},PASS,1606194000000,1,1606194000000,,1607317200000,226
DCKA-2022-B-0066,,Amendment 1,DCKA-2022-B-0066_Amd1.pdf,1.1 MB,{C019FC83-0000-CB16-A6CF-B26F3DC3253D},PASS,1665115200000,1,1665115200000,,1665115200000,227
DCKA-2022-B-0066,,Amendment 2,DCKA-2022-B-0066_Amd2.pdf,285 KB,{D018FC83-0000-CE1D-899C-523997882077},PASS,1665115200000,1,1665115200000,,1665115200000,228
DCKA-2022-B-0068,,Attachment 1,DCKA-2022-B-0068_Att1.pdf,164 KB,{E017FC83-0000-C01C-B169-27314F134954},PASS,1666238400000,1,1666238400000,,1666238400000,229
DCKA-2023-B-0006,,amendment 3,DCKA-2023-B-0006_Amd3.pdf,2.5 MB,{90693085-0000-C31B-ACEA-C03E97FE4A64},PASS,1670821200000,1,1670821200000,,1670821200000,230
DCKA-2021-B-0009,,amendment1,DCKA-2021-B-0009_Amd1.pdf,190 KB,{A0445F85-0000-CB19-8DED-0F729781FB3F},PASS,1672117200000,1,1672117200000,,1672117200000,231
DCKA-2023-B-0006,,amendment4,DCKA-2023-B-0006_Amd4.pdf,298 KB,{B0455F85-0000-C71F-A2EB-2045D2C88D02},PASS,1672290000000,1,1672290000000,,1672290000000,232
DCEB-2023-R-0005,,amendment 1,DCEB-2023-R-0005_Amd1.pdf,145 KB,{9020BE87-0000-CF13-ADC1-7833C14094F7},,1682481600000,1,1682481600000,,1682481600000,233
DCKA-2023-B-0042,,AMENDMENT 5,DCKA-2023-B-0042_Amd5.pdf,185 KB,{40B4E488-0000-CF1F-BF1F-2E9A7414DE47},PASS,1687406400000,1,1687406400000,,1687406400000,234
DCKA-2023-B-0042,,AMENDMENT 6,DCKA-2023-B-0042_Amd6.pdf,81 KB,{70B3E488-0000-C619-BFDD-0E9531082CA3},PASS,1687406400000,1,1687406400000,,1687406400000,235
DCKA-2023-B-0042,,AMENDMENT 4,DCKA-2023-B-0042_Amd4.pdf,153 KB,{B0B2E488-0000-C113-8B85-3BFE8183A97D},PASS,1686801600000,1,1686801600000,,1686801600000,236
DCEB-2024-R-0002,,Amendment 1,DCEB-2024-R-0002_Amd1.pdf,174 KB,{A0577D8C-0000-C01C-ABB4-01508F4C1A7A},PASS,1702875600000,1,1702875600000,,1702875600000,237
PCSB-2023-03,,Attachment 1,PCSB-2023-03_Att1.docx,125 KB,{8060188A-0000-C61E-B42B-64DAADDA503D},PASS,1692590400000,1,1692590400000,,1692590400000,238
DCEB-2023-R-0008,,Amendment 1,DCEB-2023-R-0008_Amd1.pdf,170 KB,{D05F188A-0000-C21A-A8C5-55A1D80EE1A2},PASS,1692590400000,1,1692590400000,,1692590400000,239
DCEB-2023-R-0006,,Attachment 3,DCEB-2023-R-0006_Att3.pdf,23 KB,{905E188A-0000-C71E-9EE5-E988C1D85AE2},PASS,1692590400000,1,1692590400000,,1692590400000,240
DCEB-2023-R-0006,,Attachment 2,DCEB-2023-R-0006_Att2.pdf,99 KB,{C05D188A-0000-C113-ABB1-BC370DBA0800},PASS,1692590400000,1,1692590400000,,1692590400000,241
DCEB-2023-R-0006,,Attachment 1,DCEB-2023-R-0006_Att1.pdf,441 KB,{B05C188A-0000-CF17-A415-0B4A37E3B793},PASS,1692590400000,1,1692590400000,,1692590400000,242
PCSB-2023-03,,attachments 1,PCSB-2023-03_Att1.pdf,376 KB,{8034708A-0000-C014-B1C1-36F4BBB84628},PASS,1694059200000,1,1694059200000,,1694059200000,243
DCKA-2024-Q-0023,,Amendment 2,DCKA-2024-Q-0023_Amd2.pdf,302 KB,{F026578D-0000-C311-AAE4-7A2035A0E8E1},PASS,1706504400000,1,1706504400000,,1706504400000,244
DCKA-2019-B-0002,,Amendment 3,DCKA-2019-B-0002_Amd3.pdf,98 KB,{40CD9669-0000-C715-B0C1-C44682CAFE96},PASS,1552968000000,1,1552968000000,,1552968000000,245
DCKA-2019-B-0044,,Amendment 4,DCKA-2019-B-0044_Amd4.pdf,1.3 MB,{9014D56D-0000-C110-A126-3267FC2C8AAA},PASS,1571112000000,1,1571112000000,,1571198400000,246
DCKA-2019-B-0088,,Amendment 4,DCKA-2019-B-0088_Amd4.pdf,1.3 MB,{100D0F6F-0000-C812-9159-FB7D7093B2F0},PASS,1576213200000,1,1576213200000,,1576472400000,247
DCKA-2020-B-0011,,Amendment 2,DCKA-2020-B-0011_Amd2.pdf,149 KB,{E0BB8A6F-0000-C31D-BC03-96AE118643B1},PASS,1578373200000,1,1578373200000,,1578546000000,248
DCKA-2020-B-0011,,Attachment 1,DCKA-2020-B-0011_Att1.pdf,126 KB,{70BB8A6F-0000-C811-9A1D-009803A3A381},PASS,1577163600000,1,1577163600000,,1578546000000,249
DCKA-2021-B-0022,,Amendment 4,DCKA-2021-B-0022_Amd4.pdf,74 KB,{807AAD78-0000-C21A-A73A-F81FD2F99902},PASS,1617681600000,1,1617681600000,,1617681600000,250
DCKA-2021-R-0031,,Amendment 1,DCKA-2021-R-0031_Amd1.pdf,174 KB,{3079AD78-0000-CF10-A2E2-A5AE189C6D7D},PASS,1617249600000,1,1617249600000,,1617249600000,251
DCKA-2021-B-0040,,Attachment 1,DCKA-2021-B-0040_Att1.pdf,93.9 MB,{B078AD78-0000-C818-87CD-674A0838FB17},PASS,1617249600000,1,1617249600000,,1617249600000,252
DCKA-2021-B-0040,,Amendment 1,DCKA-2021-B-0040_Amd1.pdf,199 KB,{F077AD78-0000-C81B-8FC3-AEC9198393CE},PASS,1617163200000,1,1617163200000,,1617163200000,253
DCKA-2021-B-0024,,Amendment 4,DCKA-2021-B-0024_Amd4.pdf,370 KB,{8077AD78-0000-CD16-B394-E65BBED9DE9B},PASS,1617076800000,1,1617076800000,,1617076800000,254
DCKA-2020-B-0013,,Amendment 2,DCKA-2020-B-0013_Amd2.pdf,173 KB,{1077AD78-0000-CC17-B21B-92E9A58CD0D9},PASS,1616990400000,1,1616990400000,,1616990400000,255
DCKA-2021-B-0053,,Amendment 1,DCKA-2021-B-0053_Amd1.pdf,206 KB,{5068AB79-0000-CC18-BD0C-4DDA11F16A09},PASS,1622001600000,1,1622001600000,,1622001600000,256
DCEB-2021-B-1002,,Attachment 1,DCEB-2021-B-1002_Att1.pdf,308 KB,{90E8CC79-0000-C410-8848-D05844FD6725},PASS,1622520000000,1,1622520000000,,1622520000000,257
DCKA-2021-I-0049,,Amendment 1,DCKA-2021-I-0049_Amd1.pdf,204 KB,{10E8CC79-0000-CE1B-B520-BF8C2595C0F4},PASS,1622174400000,1,1622174400000,,1622174400000,258
DCKA-2022-Q-0023,,Amendment 2,DCKA-2022-Q-0023_Amd2.pdf,547 KB,{10D1217F-0000-C610-96B4-EADB64E020EB},PASS,1645160400000,1,1645160400000,,1645160400000,259
DCEB-2022-I-0002,,Attachment 1,DCEB-2022-I-0002_Att1.pdf,235 KB,{A0D0217F-0000-CE1B-8833-DC0A08F1B62F},PASS,1644814800000,1,1644814800000,,1644814800000,260
DCRL-2022-H-0036,,Attachment 2,DCRL-2022-H-0036_Att2.pdf,338 KB,{C06D2D7F-0000-CD11-8A31-7173B4F76038},PASS,1645678800000,1,1645678800000,,1645678800000,261
DCRL-2022-H-0036,,Attachment 1,DCRL-2022-H-0036_Att1.pdf,"1,018 KB",{706D2D7F-0000-C915-91DD-24F169B50266},PASS,1645678800000,1,1645678800000,,1645678800000,262
DCEB-2023-R-0004,,Attachment 1,DCEB-2023-R-0004_Att1.pdf,570 KB,{10919886-0000-C312-A869-6256BA8D2014},PASS,1677474000000,1,1677474000000,,1677474000000,263
DCEB-2023-R-0004,,Attachment 2,DCEB-2023-R-0004_Att2.pdf,129 KB,{50909886-0000-CC1A-902E-B14BC68281A8},PASS,1677474000000,1,1677474000000,,1677474000000,264
DCEB-2023-R-0004,,Attachment 3,DCEB-2023-R-0004_Att3.txt,48 KB,{C08F9886-0000-C018-88B0-0694864DC801},PASS,1677474000000,1,1677474000000,,1677474000000,265
DCKA-2023-B-0019,,Amendment 3,DCKA-2023-B-0019_Amd3.pdf,165 KB,{308E9886-0000-CD13-B41D-54171349C7C4},PASS,1677560400000,1,1677560400000,,1677560400000,266
DCKA-2023-Q-0075,,attachment 1,DCKA-2023-Q-0075_Att1.pdf,971 KB,{90FA5C8B-0000-CC1F-9794-27E492909E71},PASS,1698033600000,1,1698033600000,,1698033600000,267
DCKA-2023-Q-0040,,Attachment 1,DCKA-2023-Q-0040_Att1.pdf,860 KB,{E0F95C8B-0000-CF1B-A812-62C2CF6D7C6B},PASS,1698033600000,1,1698033600000,,1698033600000,268
DCKA-2023-Q-0080,,amendment 2,DCKA-2023-Q-0080_Amd2.pdf,219 KB,{B0F85C8B-0000-C011-AA1B-D5BB18F6FCAF},PASS,1698033600000,1,1698033600000,,1698033600000,269
DCKA-2023-B-0050,,Amendment 4,DCKA-2023-B-0050_Amd4.pdf,182 KB,{E0F75C8B-0000-C214-8097-E394D243439E},PASS,1698033600000,1,1698033600000,,1698033600000,270
DCKA-2023-B-0050,,Attachment 2,DCKA-2023-B-0050_Att2.pdf,1.2 MB,{F0F55C8B-0000-C111-8DD9-EBF69C0D5DAE},PASS,1698033600000,1,1698033600000,,1698033600000,271
DCKA-2023-Q-0040,,Amendment 5,DCKA-2023-Q-0040_Amd5.pdf,259 KB,{C0BACE8B-0000-CE1C-A4E6-F95BDDB88BBA},PASS,1699938000000,1,1699938000000,,1699938000000,272
DCKA-2024-Q-0001,,Amendment 1,DCKA-2024-Q-0001_Amd1.pdf,252 KB,{F0B9CE8B-0000-C014-964D-0D22AB3D1767},PASS,1699938000000,1,1699938000000,,1699938000000,273
DCKA-2023-Q-0075,,Amendment 3,DCKA-2023-Q-0075_Amd3.pdf,233 KB,{30B9CE8B-0000-C51A-990E-120002B83158},PASS,1699938000000,1,1699938000000,,1699938000000,274
DCKA-2023-Q-0040,,Amendment 4,DCKA-2023-Q-0040_Amd4.pdf,268 KB,{80B8CE8B-0000-C61B-BC01-943C435ECD6F},PASS,1699938000000,1,1699938000000,,1699938000000,275
DCEB-2024-R-0002,,Attachment 2,DCEB-2024-R-0002_Att2.pdf,99 KB,{30C0258C-0000-CA1C-B0C2-C29118C5355D},PASS,1701406800000,1,1701406800000,,1701406800000,276
DCEB-2024-R-0002,,Attachment 1,DCEB-2024-R-0002_Att1.pdf,481 KB,{50BF258C-0000-C719-9671-9177D3F7C792},PASS,1701406800000,1,1701406800000,,1701406800000,277
DCKA-2024-Q-0001,,Amendment 3,DCKA-2024-Q-0001_Amd3.pdf,274 KB,{60BE258C-0000-CD1E-A412-702645D3385E},PASS,1701406800000,1,1701406800000,,1701406800000,278
DCKA-2024-B-0011,,Amendment 1,DCKA-2024-B-0011_Amd1.pdf,289 KB,{E011B68C-0000-CC1B-92C3-26BEC408B11F},PASS,1703826000000,1,1703826000000,,1703826000000,279
DCKA-2024-Q-0023,,Amendment 1,DCKA-2024-Q-0023_Amd1.pdf,5.3 MB,{B010B68C-0000-CD18-A625-BF73453272EE},PASS,1703826000000,1,1703826000000,,1703826000000,280
DCKA-2023-R-0037,,Attachment 1,DCKA-2023-R-0037_Att1.pdf,33.6 MB,{900FB68C-0000-C51D-A058-6C24856D1ECE},PASS,1703826000000,1,1703826000000,,1703826000000,281
