ts_utc,wipe_derived_all,wipe_cached_pdfs_before,refresh_inputs,max_scan,scan_sleep,solicitations_planned,docs_attempted,docs_downloaded,download_fail,nonpdf_skips,dl_timeout_skips,oversize_skips,details_fail,details_204,parse_fail,parse_timeout_skips,text_len_zero,clauses_rows,clauses_rag_rows,rag_min_chars,rag_global_dedupe,download_timeout_s,parse_timeout_s,max_pdf_mb,cleanup_pdfs_after,cleanup_temp_after,clean_start_deleted_derived_files,clean_start_deleted_raw_files,clean_start_deleted_pdfs
2025-12-29T04:38:08Z,True,True,True,2000,0.25,194,625,584,0,30,0,11,0,17,243,231,76,3555,2305,90,False,15,8.0,10,True,True,0,0,0
